1577850000000000000,2.400000
1577851800000000000,2.600000
1577853000000000000,2.600000
1577859600000000000,2.800000
1577864400000000000,2.800000
1577866800000000000,2.800000
1577867400000000000,2.800000
1577869200000000000,2.800000
1577871000000000000,2.800000
1577872200000000000,2.800000
1577875200000000000,2.800000
1577876400000000000,2.800000
1577877000000000000,2.800000
1577878200000000000,2.800000
1577879400000000000,2.800000
1577881200000000000,2.800000
1577881800000000000,2.800000
1577882400000000000,2.800000
1577885400000000000,2.800000
1577889000000000000,2.800000
1577889600000000000,2.800000
1577890200000000000,2.800000
1577892600000000000,2.800000
1577893200000000000,2.800000
1577894400000000000,5.000000
1577895600000000000,12.200000
1577896200000000000,12.800000
1577897400000000000,13.400000
1577900400000000000,15.000000
1577902200000000000,15.800000
1577905800000000000,16.000000
1577908200000000000,16.000000
1577911200000000000,16.000000
1577911800000000000,16.000000
1577914200000000000,16.000000
1577916000000000000,16.000000
1577923800000000000,0.000000
1577924400000000000,0.000000
1577925000000000000,0.000000
1577931600000000000,0.000000
1577932200000000000,0.000000
1577932800000000000,0.000000
1577934000000000000,0.000000
1577935200000000000,0.000000
1577935800000000000,0.000000
1577939400000000000,0.000000
1577940000000000000,0.000000
1577941800000000000,0.000000
1577942400000000000,0.000000
1577945400000000000,0.000000
1577947800000000000,0.000000
1577954400000000000,0.000000
1577955000000000000,0.000000
1577960400000000000,0.600000
1577965200000000000,0.800000
1577966400000000000,0.800000
1577971200000000000,0.800000
1577974200000000000,0.800000
1577974800000000000,0.800000
1577976000000000000,0.800000
1577976600000000000,0.800000
1577977200000000000,0.800000
1577979000000000000,0.800000
1577985600000000000,0.800000
1577989800000000000,0.800000
1577991600000000000,0.800000
1577995800000000000,0.800000
1577998800000000000,0.800000
1578000600000000000,0.800000
1578007200000000000,0.000000
1578008400000000000,0.000000
1578011400000000000,0.000000
1578014400000000000,0.000000
1578015000000000000,0.000000
1578015600000000000,0.000000
1578019200000000000,0.000000
1578022200000000000,0.000000
1578023400000000000,0.000000
1578024600000000000,0.000000
1578026400000000000,0.800000
1578027000000000000,0.800000
1578029400000000000,0.800000
1578030000000000000,0.800000
1578031200000000000,0.800000
1578032400000000000,0.800000
1578034800000000000,0.800000
1578039000000000000,0.800000
1578039600000000000,0.800000
1578042000000000000,0.800000
1578043800000000000,0.800000
1578044400000000000,0.800000
1578046800000000000,0.800000
1578050400000000000,0.800000
1578052200000000000,0.800000
1578053400000000000,0.800000
1578055200000000000,0.800000
1578058200000000000,0.800000
1578067800000000000,0.800000
1578069000000000000,0.800000
1578073200000000000,0.800000
1578073800000000000,0.800000
1578074400000000000,0.800000
1578075000000000000,0.800000
1578076800000000000,0.800000
1578077400000000000,0.800000
1578081600000000000,0.800000
1578082800000000000,0.800000
1578084000000000000,0.800000
1578085800000000000,0.800000
1578086400000000000,0.800000
1578088800000000000,0.800000
1578095400000000000,0.000000
1578097800000000000,0.000000
1578099000000000000,0.000000
1578100200000000000,0.000000
1578104400000000000,0.000000
1578114600000000000,0.000000
1578118200000000000,0.000000
1578118800000000000,0.000000
1578121800000000000,0.000000
1578122400000000000,0.000000
1578130200000000000,0.000000
1578131400000000000,0.000000
1578133200000000000,0.000000
1578134400000000000,0.000000
1578135000000000000,0.000000
1578135600000000000,0.000000
1578139200000000000,0.200000
